weekday	month	year	hour	season	holiday	workingday	weather	temp	atemp	humidity	windspeed	casual	registered
Thursday	February	12	9	1	0	1	1	8.2	9.85	59	15.0013	9	229
Thursday	February	12	10	1	0	1	1	9.02	10.605	51	15.0013	7	90
Thursday	February	12	11	1	0	1	1	9.84	11.365	52	15.0013	4	95
Thursday	February	12	12	1	0	1	1	10.66	11.365	48	22.0028	10	148
Thursday	February	12	13	1	0	1	1	12.3	13.635	42	22.0028	10	144
Thursday	February	12	14	1	0	1	1	13.12	15.15	39	19.9995	18	126
Thursday	February	12	15	1	0	1	1	13.12	15.15	36	19.9995	14	120
Thursday	February	12	16	1	0	1	1	13.94	16.665	36	0	15	223
Thursday	February	12	17	1	0	1	1	13.94	16.665	34	8.9981	12	387
Thursday	February	12	18	1	0	1	1	13.94	16.665	31	11.0014	13	404
Thursday	February	12	19	1	0	1	1	13.12	16.665	33	7.0015	8	287
Thursday	February	12	20	1	0	1	1	13.12	17.425	36	0	2	197
Thursday	February	12	21	1	0	1	1	12.3	15.91	52	6.0032	8	169
Thursday	February	12	22	1	0	1	2	12.3	16.665	56	0	3	104
Thursday	February	12	23	1	0	1	2	12.3	16.665	52	0	9	75
Friday	February	12	0	1	0	1	2	11.48	15.15	65	6.0032	4	39
Friday	February	12	1	1	0	1	2	11.48	15.15	61	6.0032	2	11
Friday	February	12	2	1	0	1	1	10.66	14.395	52	6.0032	7	9
Friday	February	12	3	1	0	1	1	10.66	14.395	56	6.0032	0	5
Friday	February	12	4	1	0	1	1	10.66	14.395	56	6.0032	0	2
Friday	February	12	5	1	0	1	1	9.84	11.365	52	15.0013	0	17
Friday	February	12	6	1	0	1	1	8.2	9.85	59	12.998	3	61
Friday	February	12	7	1	0	1	1	8.2	10.605	59	11.0014	5	225
Friday	February	12	8	1	0	1	1	8.2	10.605	59	11.0014	1	447
Friday	February	12	9	1	0	1	1	9.02	11.365	55	11.0014	10	265
Friday	February	12	10	1	0	1	2	10.66	13.635	48	8.9981	5	119
Friday	February	12	11	1	0	1	2	11.48	14.395	45	7.0015	19	134
Friday	February	12	12	1	0	1	2	12.3	15.15	42	8.9981	8	168
Friday	February	12	13	1	0	1	2	12.3	15.91	42	6.0032	22	170
Friday	February	12	14	1	0	1	2	13.12	16.665	39	6.0032	8	138
Friday	February	12	15	1	0	1	2	13.12	16.665	45	8.9981	27	164
Friday	February	12	16	1	0	1	2	13.94	15.91	42	16.9979	28	240
Friday	February	12	17	1	0	1	2	13.94	16.665	42	12.998	15	381
Friday	February	12	18	1	0	1	3	12.3	15.15	61	8.9981	14	345
Friday	February	12	19	1	0	1	2	13.12	17.425	57	0	16	246
Friday	February	12	20	1	0	1	2	13.12	17.425	57	0	7	144
Friday	February	12	21	1	0	1	2	13.12	16.665	66	6.0032	14	108
Friday	February	12	22	1	0	1	2	13.12	17.425	66	0	11	102
Friday	February	12	23	1	0	1	2	12.3	15.91	70	6.0032	1	64
Saturday	February	12	0	1	0	0	2	12.3	15.15	70	8.9981	3	50
Saturday	February	12	1	1	0	0	3	11.48	14.395	81	8.9981	2	43
Saturday	February	12	2	1	0	0	3	10.66	12.88	81	12.998	2	24
Saturday	February	12	3	1	0	0	3	9.84	11.365	87	15.0013	0	9
Saturday	February	12	4	1	0	0	3	9.84	11.365	87	15.0013	0	4
Saturday	February	12	5	1	0	0	3	9.02	11.365	93	11.0014	0	2
Saturday	February	12	6	1	0	0	3	9.02	11.365	93	8.9981	1	8
Saturday	February	12	7	1	0	0	3	9.02	11.365	93	8.9981	0	19
Saturday	February	12	8	1	0	0	3	9.02	11.365	93	8.9981	1	77
Saturday	February	12	9	1	0	0	3	9.02	12.12	93	7.0015	5	85
Saturday	February	12	10	1	0	0	3	9.02	12.12	93	7.0015	23	143
Saturday	February	12	11	1	0	0	2	9.84	12.88	81	7.0015	26	157
Saturday	February	12	12	1	0	0	2	10.66	12.88	81	11.0014	25	196
Saturday	February	12	13	1	0	0	2	10.66	12.12	81	19.0012	18	217
Saturday	February	12	14	1	0	0	2	10.66	12.12	81	16.9979	38	205
Saturday	February	12	15	1	0	0	2	12.3	13.635	61	19.9995	12	112
Saturday	February	12	16	1	0	0	3	9.02	9.85	75	27.9993	12	134
Saturday	February	12	17	1	0	0	3	9.02	9.09	69	31.0009	13	131
Saturday	February	12	18	1	0	0	2	9.02	9.09	47	43.9989	3	105
Saturday	February	12	19	1	0	0	2	8.2	7.575	40	36.9974	2	85
Saturday	February	12	20	1	0	0	2	6.56	6.06	43	36.9974	1	62
Saturday	February	12	21	1	0	0	1	5.74	3.79	43	43.0006	5	43
Saturday	February	12	22	1	0	0	2	5.74	5.305	39	26.0027	0	46
Saturday	February	12	23	1	0	0	3	4.92	3.79	50	32.9975	0	20
Sunday	February	12	0	1	0	0	3	4.1	3.79	68	26.0027	0	21
Sunday	February	12	1	1	0	0	3	3.28	2.275	79	31.0009	0	24
Sunday	February	12	2	1	0	0	2	4.1	3.03	58	39.0007	1	26
Sunday	February	12	3	1	0	0	2	4.1	2.275	46	46.0022	0	14
Sunday	February	12	4	1	0	0	2	4.1	2.275	46	47.9988	0	1
Sunday	February	12	5	1	0	0	1	4.1	3.79	49	26.0027	0	3
Sunday	February	12	6	1	0	0	1	4.1	3.79	49	26.0027	0	2
Sunday	February	12	7	1	0	0	1	3.28	4.545	53	12.998	0	18
Sunday	February	12	8	1	0	0	1	3.28	3.79	53	16.9979	0	26
Sunday	February	12	9	1	0	0	1	4.1	4.545	49	19.9995	3	60
Sunday	February	12	10	1	0	0	1	4.92	5.305	42	23.9994	8	83
Sunday	February	12	11	1	0	0	1	4.92	5.305	42	19.9995	3	121
Sunday	February	12	12	1	0	0	1	5.74	3.79	39	43.0006	7	133
Sunday	February	12	13	1	0	0	1	6.56	6.06	40	30.0026	10	128
Sunday	February	12	14	1	0	0	1	6.56	6.06	40	35.0008	9	102
Sunday	February	12	15	1	0	0	1	6.56	6.06	40	36.9974	5	150
Sunday	February	12	16	1	0	0	1	8.2	8.335	34	31.0009	16	148
Sunday	February	12	17	1	0	0	1	7.38	7.575	37	27.9993	4	83
Sunday	February	12	18	1	0	0	1	6.56	6.06	40	31.0009	4	92
Sunday	February	12	19	1	0	0	1	6.56	6.82	40	19.0012	2	78
Sunday	February	12	20	1	0	0	1	5.74	6.06	42	22.0028	1	56
Sunday	February	12	21	1	0	0	1	5.74	6.06	43	19.9995	0	36
Sunday	February	12	22	1	0	0	1	5.74	7.575	43	11.0014	0	28
Sunday	February	12	23	1	0	0	1	5.74	6.82	43	15.0013	0	23
Monday	February	12	0	1	0	1	1	5.74	6.82	46	15.0013	0	9
Monday	February	12	1	1	0	1	1	4.92	6.06	50	15.0013	0	6
Monday	February	12	2	1	0	1	1	5.74	6.82	46	12.998	0	4
Monday	February	12	3	1	0	1	1	4.92	7.575	54	7.0015	0	1
Monday	February	12	4	1	0	1	1	4.92	8.335	54	6.0032	0	2
Monday	February	12	5	1	0	1	1	4.1	6.06	58	8.9981	0	17
Monday	February	12	6	1	0	1	1	4.1	5.305	54	15.0013	1	71
Monday	February	12	7	1	0	1	1	4.1	5.305	54	12.998	1	194
Monday	February	12	8	1	0	1	1	4.1	6.06	54	8.9981	4	413
Monday	February	12	9	1	0	1	1	4.92	6.82	50	12.998	7	198
Monday	February	12	10	1	0	1	1	5.74	7.575	50	8.9981	1	70
Monday	February	12	11	1	0	1	1	9.02	11.365	37	12.998	5	85
Monday	February	12	12	1	0	1	1	11.48	12.88	28	22.0028	7	111
Monday	February	12	13	1	0	1	1	13.12	15.15	22	15.0013	11	129
Monday	February	12	14	1	0	1	1	13.94	17.425	23	7.0015	10	125
Monday	February	12	15	1	0	1	1	14.76	17.425	27	8.9981	10	145
Monday	February	12	16	1	0	1	1	14.76	17.425	23	12.998	5	206
Monday	February	12	17	1	0	1	1	14.76	17.425	23	12.998	8	399
Monday	February	12	18	1	0	1	1	13.94	15.91	25	16.9979	6	399
Monday	February	12	19	1	0	1	1	13.94	16.665	25	8.9981	7	256
Monday	February	12	20	1	0	1	1	12.3	15.15	42	11.0014	4	210
Monday	February	12	21	1	0	1	1	11.48	14.395	45	8.9981	2	145
Monday	February	12	22	1	0	1	1	10.66	13.635	56	7.0015	3	99
Monday	February	12	23	1	0	1	1	11.48	15.91	41	0	2	34
Tuesday	February	12	0	1	0	1	2	10.66	15.15	60	0	0	14
Tuesday	February	12	1	1	0	1	2	10.66	15.15	56	0	0	6
Tuesday	February	12	2	1	0	1	2	11.48	15.91	41	0	0	3
Tuesday	February	12	3	1	0	1	2	10.66	15.15	52	0	0	3
Tuesday	February	12	4	1	0	1	2	10.66	13.635	65	7.0015	0	2
Tuesday	February	12	5	1	0	1	2	10.66	13.635	65	7.0015	2	20
Tuesday	February	12	6	1	0	1	2	10.66	15.15	56	0	1	89
Tuesday	February	12	7	1	0	1	2	9.84	12.88	60	6.0032	4	276
Tuesday	February	12	8	1	0	1	2	9.84	14.395	70	0	3	510
Tuesday	February	12	9	1	0	1	2	10.66	14.395	56	6.0032	6	256
Tuesday	February	12	10	1	0	1	2	10.66	13.635	60	8.9981	8	90
Tuesday	February	12	11	1	0	1	2	12.3	15.15	45	11.0014	5	107
Tuesday	February	12	12	1	0	1	2	12.3	14.395	52	15.0013	10	162
Tuesday	February	12	13	1	0	1	2	14.76	16.665	40	16.9979	6	167
Tuesday	February	12	14	1	0	1	1	16.4	20.455	40	15.0013	13	111
Tuesday	February	12	15	1	0	1	2	17.22	21.21	38	30.0026	7	138
Tuesday	February	12	16	1	0	1	1	17.22	21.21	35	19.9995	15	251
Tuesday	February	12	17	1	0	1	1	17.22	21.21	38	23.9994	19	504
Tuesday	February	12	18	1	0	1	2	15.58	19.695	46	19.9995	8	398
Tuesday	February	12	19	1	0	1	2	14.76	17.425	50	11.0014	11	270
Tuesday	February	12	20	1	0	1	2	15.58	19.695	46	8.9981	6	178
Tuesday	February	12	21	1	0	1	2	14.76	18.18	50	7.0015	4	105
Tuesday	February	12	22	1	0	1	2	14.76	18.18	50	7.0015	5	72
Tuesday	February	12	23	1	0	1	2	14.76	18.18	50	6.0032	2	55
Wednesday	February	12	0	1	0	1	1	13.12	17.425	57	0	0	22
Wednesday	February	12	1	1	0	1	1	13.94	18.18	53	0	0	5
Wednesday	February	12	2	1	0	1	1	12.3	16.665	61	0	0	4
Wednesday	February	12	3	1	0	1	1	11.48	15.91	75	0	0	3
Wednesday	February	12	4	1	0	1	1	11.48	14.395	70	7.0015	0	1
Wednesday	February	12	5	1	0	1	1	11.48	14.395	70	7.0015	0	25
Wednesday	February	12	6	1	0	1	1	12.3	15.15	61	8.9981	3	92
Wednesday	February	12	7	1	0	1	2	12.3	14.395	65	12.998	3	318
Wednesday	February	12	8	1	0	1	1	13.12	14.395	61	23.9994	7	508
Wednesday	February	12	9	1	0	1	1	13.12	15.15	61	22.0028	5	226
Wednesday	February	12	10	1	0	1	1	13.94	15.15	57	19.9995	12	108
Wednesday	February	12	11	1	0	1	1	14.76	16.665	53	19.0012	13	125
Wednesday	February	12	12	1	0	1	1	15.58	19.695	46	26.0027	11	152
Wednesday	February	12	13	1	0	1	1	16.4	20.455	43	19.0012	11	159
Wednesday	February	12	14	1	0	1	1	17.22	21.21	41	23.9994	6	128
Wednesday	February	12	15	1	0	1	1	17.22	21.21	41	15.0013	7	164
Wednesday	February	12	16	1	0	1	1	17.22	21.21	38	12.998	9	222
Wednesday	February	12	17	1	0	1	1	17.22	21.21	38	12.998	17	470
Wednesday	February	12	18	1	0	1	1	16.4	20.455	40	15.0013	9	459
Wednesday	February	12	19	1	0	1	1	15.58	19.695	43	11.0014	9	302
Wednesday	February	12	20	1	0	1	1	14.76	17.425	46	11.0014	4	207
Wednesday	February	12	21	1	0	1	1	13.94	16.665	53	11.0014	8	170
Wednesday	February	12	22	1	0	1	1	13.94	17.425	49	7.0015	3	104
Wednesday	February	12	23	1	0	1	1	13.94	17.425	53	6.0032	4	54
Thursday	February	12	0	1	0	1	2	12.3	15.15	70	8.9981	1	22
Thursday	February	12	1	1	0	1	2	12.3	16.665	70	0	0	5
Thursday	February	12	2	1	0	1	2	12.3	15.91	70	6.0032	1	6
Thursday	February	12	3	1	0	1	2	12.3	16.665	61	0	0	1
Thursday	February	12	4	1	0	1	3	12.3	15.91	70	6.0032	0	3
Thursday	February	12	5	1	0	1	2	12.3	16.665	70	0	0	20
Thursday	February	12	6	1	0	1	2	12.3	15.91	70	6.0032	4	83
Thursday	February	12	7	1	0	1	2	12.3	15.15	70	8.9981	3	285
Thursday	February	12	8	1	0	1	2	12.3	15.91	70	6.0032	9	489
Thursday	February	12	9	1	0	1	2	12.3	15.15	70	11.0014	3	199
Thursday	February	12	10	1	0	1	3	13.12	16.665	70	8.9981	2	42
Thursday	February	12	11	1	0	1	3	13.12	16.665	70	7.0015	2	69
Thursday	February	12	12	1	0	1	3	13.12	16.665	76	6.0032	1	44
Thursday	February	12	13	1	0	1	3	13.94	15.91	71	16.9979	2	62
Thursday	February	12	14	1	0	1	3	13.12	15.91	81	12.998	1	30
Thursday	February	12	15	1	0	1	3	13.94	18.18	76	0	3	50
Thursday	February	12	16	1	0	1	3	13.94	18.18	81	0	8	110
Thursday	February	12	17	1	0	1	3	13.94	18.18	87	0	8	281
Thursday	February	12	18	1	0	1	3	13.94	16.665	87	8.9981	8	345
Thursday	February	12	19	1	0	1	2	13.12	15.91	87	11.0014	4	254
Thursday	February	12	20	1	0	1	2	13.12	16.665	87	8.9981	5	211
Thursday	February	12	21	1	0	1	2	13.94	17.425	81	7.0015	3	142
Thursday	February	12	22	1	0	1	2	13.12	17.425	81	0	3	108
Thursday	February	12	23	1	0	1	1	13.12	16.665	81	6.0032	3	70
Friday	February	12	0	1	0	1	2	12.3	16.665	87	0	2	32
Friday	February	12	1	1	0	1	2	12.3	16.665	93	0	2	16
Friday	February	12	2	1	0	1	2	12.3	15.91	93	7.0015	1	11
Friday	February	12	3	1	0	1	2	11.48	14.395	93	7.0015	0	1
Friday	February	12	4	1	0	1	2	11.48	13.635	93	12.998	0	1
Friday	February	12	5	1	0	1	2	11.48	13.635	93	11.0014	0	16
Friday	February	12	6	1	0	1	2	11.48	14.395	96	8.9981	1	70
Friday	February	12	7	1	0	1	2	11.48	14.395	93	7.0015	4	222
Friday	February	12	8	1	0	1	2	10.66	15.15	100	0	4	516
Friday	February	12	9	1	0	1	2	10.66	15.15	100	0	8	275
Friday	February	12	10	1	0	1	1	13.94	15.91	71	19.0012	13	103
Friday	February	12	11	1	0	1	1	14.76	16.665	62	27.9993	9	133
Friday	February	12	12	1	0	1	1	15.58	19.695	46	26.0027	21	177
Friday	February	12	13	1	0	1	1	16.4	20.455	43	23.9994	34	171
Friday	February	12	14	1	0	1	1	16.4	20.455	37	23.9994	33	137
Friday	February	12	15	1	0	1	1	17.22	21.21	35	27.9993	41	180
Friday	February	12	16	1	0	1	1	17.22	21.21	32	19.9995	56	251
Friday	February	12	17	1	0	1	1	17.22	21.21	32	22.0028	36	429
Friday	February	12	18	1	0	1	1	16.4	20.455	35	16.9979	15	362
Friday	February	12	19	1	0	1	1	15.58	19.695	37	15.0013	16	266
Friday	February	12	20	1	0	1	1	16.4	20.455	35	12.998	13	158
Friday	February	12	21	1	0	1	1	15.58	19.695	37	12.998	15	114
Friday	February	12	22	1	0	1	1	14.76	17.425	40	15.0013	15	92
Friday	February	12	23	1	0	1	1	14.76	17.425	40	12.998	10	72
Saturday	February	12	0	1	0	0	1	13.94	16.665	42	11.0014	5	81
Saturday	February	12	1	1	0	0	1	13.12	15.91	49	11.0014	7	38
Saturday	February	12	2	1	0	0	1	12.3	14.395	61	16.9979	6	39
Saturday	February	12	3	1	0	0	1	11.48	14.395	65	7.0015	3	15
Saturday	February	12	4	1	0	0	1	10.66	15.15	70	0	3	4
Saturday	February	12	5	1	0	0	1	9.84	12.88	70	6.0032	0	1
Saturday	February	12	6	1	0	0	1	9.84	14.395	70	0	1	8
Saturday	February	12	7	1	0	0	1	9.84	14.395	70	0	8	33
Saturday	February	12	8	1	0	0	1	9.02	13.635	87	0	10	92
Saturday	February	12	9	1	0	0	1	9.02	12.12	80	7.0015	22	116
Saturday	February	12	10	1	0	0	1	10.66	13.635	81	7.0015	48	157
Saturday	February	12	11	1	0	0	1	13.12	16.665	57	8.9981	102	184
Saturday	February	12	12	1	0	0	1	14.76	17.425	43	12.998	128	241
Saturday	February	12	13	1	0	0	1	16.4	20.455	43	19.0012	165	219
Saturday	February	12	14	1	0	0	1	18.04	21.97	35	23.9994	183	244
Saturday	February	12	15	1	0	0	1	17.22	21.21	41	16.9979	229	270
Saturday	February	12	16	1	0	0	1	18.04	21.97	44	22.0028	186	218
Saturday	February	12	17	1	0	0	1	19.68	23.485	36	19.0012	142	222
Saturday	February	12	18	1	0	0	1	18.86	22.725	38	19.9995	70	176
Saturday	February	12	19	1	0	0	1	18.04	21.97	44	11.0014	38	150
Saturday	February	12	20	1	0	0	1	18.04	21.97	44	11.0014	25	123
Saturday	February	12	21	1	0	0	1	18.04	21.97	33	19.9995	25	89
Saturday	February	12	22	1	0	0	1	16.4	20.455	40	30.0026	17	101
Saturday	February	12	23	1	0	0	2	14.76	16.665	40	26.0027	12	62
Sunday	February	12	0	1	0	0	2	13.94	15.15	39	23.9994	9	65
Sunday	February	12	1	1	0	0	2	13.12	15.15	39	16.9979	10	62
Sunday	February	12	2	1	0	0	2	12.3	14.395	36	19.0012	3	45
Sunday	February	12	3	1	0	0	2	12.3	14.395	36	15.0013	3	12
Sunday	February	12	4	1	0	0	2	11.48	12.88	41	26.0027	0	3
Sunday	February	12	5	1	0	0	2	10.66	11.365	48	19.9995	1	1
Sunday	February	12	6	1	0	0	1	9.84	10.605	52	22.0028	0	5
Sunday	February	12	7	1	0	0	2	9.84	10.605	52	19.0012	2	12
Sunday	February	12	8	1	0	0	2	9.84	11.365	56	12.998	8	48
Sunday	February	12	9	1	0	0	2	9.84	11.365	56	16.9979	20	73
Sunday	February	12	10	1	0	0	2	10.66	12.12	52	16.9979	49	142
Sunday	February	12	11	1	0	0	2	10.66	11.365	56	22.0028	82	144
Sunday	February	12	12	1	0	0	2	11.48	13.635	52	16.9979	71	184
Sunday	February	12	13	1	0	0	1	12.3	15.15	49	11.0014	64	197
Sunday	February	12	14	1	0	0	2	13.12	15.91	45	12.998	48	189
Sunday	February	12	15	1	0	0	2	12.3	14.395	49	12.998	85	168
Sunday	February	12	16	1	0	0	2	13.12	15.15	45	19.0012	62	150
Sunday	February	12	17	1	0	0	2	12.3	14.395	49	16.9979	22	135
Sunday	February	12	18	1	0	0	2	12.3	13.635	49	22.0028	23	144
Sunday	February	12	19	1	0	0	2	12.3	14.395	52	16.9979	18	101
Sunday	February	12	20	1	0	0	2	12.3	14.395	52	19.0012	22	81
Sunday	February	12	21	1	0	0	3	10.66	12.88	65	11.0014	3	33
Sunday	February	12	22	1	0	0	3	9.84	12.88	75	6.0032	8	47
Sunday	February	12	23	1	0	0	2	9.02	11.365	93	11.0014	5	30
Thursday	March	12	0	1	0	1	2	17.22	21.21	94	0	1	10
Thursday	March	12	1	1	0	1	3	18.86	22.725	94	7.0015	0	12
Thursday	March	12	2	1	0	1	2	18.86	22.725	94	19.0012	0	6
Thursday	March	12	3	1	0	1	1	18.86	22.725	94	15.0013	0	3
Thursday	March	12	4	1	0	1	1	19.68	23.485	88	12.998	0	5
Thursday	March	12	5	1	0	1	1	19.68	23.485	88	11.0014	0	18
Thursday	March	12	6	1	0	1	2	17.22	21.21	94	0	2	107
Thursday	March	12	7	1	0	1	2	18.04	21.97	94	8.9981	8	296
Thursday	March	12	8	1	0	1	1	17.22	21.21	94	8.9981	15	579
Thursday	March	12	9	1	0	1	1	18.86	22.725	77	16.9979	5	281
Thursday	March	12	10	1	0	1	1	21.32	25	55	11.0014	11	122
Thursday	March	12	11	1	0	1	1	22.96	26.515	43	12.998	19	149
Thursday	March	12	12	1	0	1	1	22.96	26.515	37	15.0013	16	204
Thursday	March	12	13	1	0	1	1	23.78	27.275	32	16.9979	24	187
Thursday	March	12	14	1	0	1	1	23.78	27.275	35	15.0013	37	174
Thursday	March	12	15	1	0	1	1	24.6	31.06	31	16.9979	31	192
Thursday	March	12	16	1	0	1	1	23.78	27.275	32	19.9995	38	323
Thursday	March	12	17	1	0	1	1	22.96	26.515	35	19.9995	49	551
Thursday	March	12	18	1	0	1	1	22.14	25.76	34	23.9994	27	498
Thursday	March	12	19	1	0	1	1	19.68	23.485	41	22.0028	11	317
Thursday	March	12	20	1	0	1	1	18.04	21.97	44	27.9993	12	242
Thursday	March	12	21	1	0	1	1	17.22	21.21	47	31.0009	7	190
Thursday	March	12	22	1	0	1	1	15.58	19.695	50	16.9979	3	123
Thursday	March	12	23	1	0	1	1	14.76	17.425	50	15.0013	9	76
Friday	March	12	0	1	0	1	1	13.94	16.665	53	11.0014	1	45
Friday	March	12	1	1	0	1	1	13.94	15.91	49	15.0013	2	18
Friday	March	12	2	1	0	1	1	13.94	15.91	53	19.0012	2	4
Friday	March	12	3	1	0	1	1	13.12	15.91	57	12.998	0	3
Friday	March	12	4	1	0	1	1	13.12	17.425	61	0	0	2
Friday	March	12	5	1	0	1	1	12.3	16.665	70	0	0	24
Friday	March	12	6	1	0	1	1	12.3	16.665	70	0	4	88
Friday	March	12	7	1	0	1	1	12.3	16.665	70	0	4	258
Friday	March	12	8	1	0	1	1	11.48	15.15	75	6.0032	16	533
Friday	March	12	9	1	0	1	1	12.3	16.665	81	0	15	299
Friday	March	12	10	1	0	1	1	14.76	17.425	50	11.0014	14	118
Friday	March	12	11	1	0	1	1	15.58	19.695	46	12.998	40	154
Friday	March	12	12	1	0	1	1	16.4	20.455	43	11.0014	40	194
Friday	March	12	13	1	0	1	1	17.22	21.21	44	15.0013	31	191
Friday	March	12	14	1	0	1	2	18.04	21.97	44	19.0012	29	176
Friday	March	12	15	1	0	1	2	17.22	21.21	50	19.9995	5	73
Friday	March	12	16	1	0	1	3	16.4	20.455	58	19.9995	1	49
Friday	March	12	17	1	0	1	3	14.76	17.425	81	15.0013	5	123
Friday	March	12	18	1	0	1	3	14.76	17.425	87	12.998	6	154
Friday	March	12	19	1	0	1	3	14.76	17.425	87	12.998	12	162
Friday	March	12	20	1	0	1	2	14.76	17.425	87	12.998	7	93
Friday	March	12	21	1	0	1	3	14.76	18.18	87	6.0032	2	99
Friday	March	12	22	1	0	1	2	14.76	18.94	87	0	6	69
Friday	March	12	23	1	0	1	2	14.76	18.94	87	0	4	19
Saturday	March	12	0	1	0	0	3	14.76	18.18	93	6.0032	1	21
Saturday	March	12	1	1	0	0	3	14.76	18.94	93	0	0	44
Saturday	March	12	2	1	0	0	3	14.76	18.18	93	6.0032	4	34
Saturday	March	12	3	1	0	0	2	14.76	17.425	93	11.0014	1	20
Saturday	March	12	4	1	0	0	2	14.76	17.425	93	12.998	0	2
Saturday	March	12	5	1	0	0	2	14.76	18.18	93	6.0032	1	1
Saturday	March	12	6	1	0	0	2	14.76	18.18	93	6.0032	1	6
Saturday	March	12	7	1	0	0	2	14.76	17.425	93	8.9981	2	14
Saturday	March	12	8	1	0	0	3	14.76	18.94	93	0	2	46
Saturday	March	12	9	1	0	0	3	15.58	19.695	87	6.0032	7	87
Saturday	March	12	10	1	0	0	2	16.4	20.455	87	0	31	137
Saturday	March	12	11	1	0	0	2	16.4	20.455	87	6.0032	33	181
Saturday	March	12	12	1	0	0	2	17.22	21.21	67	16.9979	47	252
Saturday	March	12	13	1	0	0	1	18.04	21.97	51	19.0012	87	252
Saturday	March	12	14	1	0	0	2	18.86	22.725	44	23.9994	151	279
Saturday	March	12	15	1	0	0	1	19.68	23.485	29	19.9995	145	254
Saturday	March	12	16	1	0	0	1	20.5	24.24	27	19.9995	167	300
Saturday	March	12	17	1	0	0	1	20.5	24.24	23	22.0028	106	279
Saturday	March	12	18	1	0	0	1	20.5	24.24	25	16.9979	53	250
Saturday	March	12	19	1	0	0	1	18.86	22.725	33	11.0014	34	191
Saturday	March	12	20	1	0	0	1	18.04	21.97	30	8.9981	28	121
Saturday	March	12	21	1	0	0	1	18.86	22.725	19	22.0028	24	130
Saturday	March	12	22	1	0	0	1	18.04	21.97	21	8.9981	19	115
Saturday	March	12	23	1	0	0	1	17.22	21.21	24	0	12	94
Sunday	March	12	0	1	0	0	2	16.4	20.455	30	23.9994	5	67
Sunday	March	12	1	1	0	0	2	15.58	19.695	34	12.998	16	60
Sunday	March	12	2	1	0	0	2	14.76	17.425	40	11.0014	14	66
Sunday	March	12	3	1	0	0	2	14.76	17.425	43	8.9981	5	21
Sunday	March	12	4	1	0	0	2	13.94	16.665	46	12.998	3	11
Sunday	March	12	5	1	0	0	2	13.94	15.91	46	15.0013	0	5
Sunday	March	12	6	1	0	0	2	12.3	13.635	52	19.9995	0	5
Sunday	March	12	7	1	0	0	2	12.3	13.635	52	19.9995	2	21
Sunday	March	12	8	1	0	0	1	12.3	13.635	52	22.0028	12	54
Sunday	March	12	9	1	0	0	1	12.3	13.635	49	30.0026	14	104
Sunday	March	12	10	1	0	0	1	12.3	13.635	49	22.0028	31	161
Sunday	March	12	11	1	0	0	1	13.12	14.395	45	26.0027	64	192
Sunday	March	12	12	1	0	0	1	13.94	15.15	42	23.9994	71	256
Sunday	March	12	13	1	0	0	1	14.76	16.665	37	23.9994	108	256
Sunday	March	12	14	1	0	0	1	14.76	16.665	34	23.9994	106	226
Sunday	March	12	15	1	0	0	1	14.76	15.91	32	35.0008	82	252
Sunday	March	12	16	1	0	0	1	14.76	15.91	29	32.9975	68	231
Sunday	March	12	17	1	0	0	1	13.94	14.395	31	36.9974	49	214
Sunday	March	12	18	1	0	0	1	13.12	13.635	33	40.9973	20	164
Sunday	March	12	19	1	0	0	1	12.3	12.88	36	32.9975	12	120
Sunday	March	12	20	1	0	0	1	11.48	13.635	38	16.9979	8	80
Sunday	March	12	21	1	0	0	1	11.48	13.635	36	15.0013	9	70
Sunday	March	12	22	1	0	0	1	10.66	12.12	41	16.9979	9	53
Sunday	March	12	23	1	0	0	1	10.66	12.88	41	12.998	2	24
Monday	March	12	0	1	0	1	1	9.84	11.365	44	12.998	2	15
Monday	March	12	1	1	0	1	1	9.84	12.12	48	8.9981	3	3
Monday	March	12	2	1	0	1	1	9.84	12.12	48	8.9981	1	3
Monday	March	12	3	1	0	1	1	9.02	11.365	51	11.0014	0	1
Monday	March	12	4	1	0	1	1	8.2	11.365	55	6.0032	0	1
Monday	March	12	5	1	0	1	1	8.2	11.365	55	6.0032	1	17
Monday	March	12	6	1	0	1	1	7.38	9.85	59	8.9981	2	89
Monday	March	12	7	1	0	1	1	7.38	9.85	59	8.9981	7	253
Monday	March	12	8	1	0	1	1	8.2	11.365	59	7.0015	13	415
Monday	March	12	9	1	0	1	2	9.02	12.88	60	6.0032	11	186
Monday	March	12	10	1	0	1	2	9.84	12.88	60	0	12	74
Monday	March	12	11	1	0	1	2	10.66	13.635	56	8.9981	17	86
Monday	March	12	12	1	0	1	2	10.66	15.15	52	0	15	122
Monday	March	12	13	1	0	1	2	10.66	12.88	55	19.9995	11	109
Monday	March	12	14	1	0	1	2	11.48	12.88	57	23.9994	13	115
Monday	March	12	15	1	0	1	2	12.3	14.395	53	12.998	20	110
Monday	March	12	16	1	0	1	1	12.3	13.635	45	19.9995	30	180
Monday	March	12	17	1	0	1	3	12.3	13.635	45	19.9995	11	376
Monday	March	12	18	1	0	1	3	11.48	11.365	55	43.9989	12	363
Monday	March	12	19	1	0	1	1	10.66	12.88	53	15.0013	6	220
Monday	March	12	20	1	0	1	1	10.66	11.365	37	31.0009	8	171
Monday	March	12	21	1	0	1	1	10.66	11.365	37	26.0027	4	116
